date,T2M,RH2M,WS2M,WD2M,ALLSKY_KT,GWETTOP,EVLAND,PS,PRECIPITATIONCAL,MEI,PC1,PC2,amplitude
20160709,25.62,79.44,6.36,260.81,0.09,0.68,37.64,96.57,42.65,-0.51,-0.25296,-1.50667,1.52775
20160710,25.55,81.69,6.57,266.19,0.08,0.78,41.75,96.58,50.42,-0.51,0.11323,-1.47829,1.48262
20160711,26.3,77.56,6.83,271.88,0.11,0.71,50.47,96.54,2.47,-0.51,0.47227,-1.41479,1.49153
20160712,27.67,76.44,4.11,273.5,0.4,0.68,55.14,96.75,0.0,-0.51,0.80862,-1.32067,1.54856
20160713,28.1,74.19,3.28,264.62,0.58,0.63,51.37,96.86,0.0,-0.51,1.10799,-1.19919,1.63269
20160714,28.27,72.75,2.96,274.81,0.59,0.62,47.82,96.87,0.0,-0.51,1.35802,-1.05259,1.71819
20160715,27.97,74.44,2.7,276.69,0.59,0.67,41.4,96.93,14.16,-0.51,1.54909,-0.88262,1.78289
20160716,27.92,74.94,2.2,241.19,0.41,0.68,44.88,97.05,0.57,-0.51,1.67472,-0.69113,1.81172
20160717,27.65,72.62,1.95,208.0,0.47,0.63,43.47,97.29,1.24,-0.51,1.73181,-0.48074,1.79730
20160718,26.8,79.06,2.09,281.25,0.41,0.66,36.42,97.27,14.7,-0.51,1.72052,-0.25544,1.73938
20160719,25.82,82.94,2.49,285.06,0.31,0.7,34.13,97.21,2.08,-0.51,1.64406,-0.02092,1.64419
20160720,26.71,79.19,2.88,298.06,0.3,0.66,46.5,97.06,0.1,-0.51,1.50838,0.21526,1.52366
20160721,25.96,85.69,2.48,294.38,0.31,0.7,26.35,96.92,15.2,-0.51,1.32184,0.44403,1.39442
20160722,26.01,84.12,2.75,269.81,0.4,0.71,37.57,96.85,4.89,-0.51,1.09495,0.65563,1.27623
20160723,25.91,83.81,1.91,261.5,0.38,0.69,30.47,96.89,1.07,-0.51,0.83998,0.84068,1.18841
20160724,26.52,80.81,1.38,244.31,0.31,0.69,39.87,96.94,16.95,-0.51,0.57033,0.99151,1.14383
20160725,27.08,81.06,1.78,205.19,0.55,0.79,53.75,97.01,21.92,-0.51,0.29949,1.10301,1.14295
20160726,26.31,84.88,2.43,174.88,0.37,0.83,51.41,97.1,3.39,-0.51,0.03990,1.17302,1.17369
20160727,26.48,83.56,2.99,167.81,0.48,0.74,52.94,97.14,0.03,-0.51,-0.19817,1.20190,1.21813
20160728,26.94,81.44,1.66,193.06,0.51,0.72,50.13,97.11,0.27,-0.51,-0.40723,1.19193,1.25957
20160729,26.65,83.81,1.58,219.25,0.44,0.75,42.44,96.99,11.9,-0.51,-0.58283,1.14647,1.28612
20160730,26.06,86.25,1.78,265.25,0.42,0.75,30.29,96.95,7.24,-0.51,-0.72328,1.06950,1.29110
20160731,25.46,87.88,2.67,267.06,0.33,0.77,29.34,96.98,1.04,-0.51,-0.82914,0.96524,1.27247
20160801,26.08,85.25,3.88,264.81,0.33,0.73,42.58,96.81,1.03,-0.28,-0.90366,0.83770,1.23220
20160802,25.57,82.81,5.4,264.69,0.22,0.74,46.05,96.57,11.96,-0.28,-0.95117,0.69089,1.17561
20160803,25.56,84.0,4.43,263.44,0.16,0.77,46.9,96.61,27.46,-0.28,-0.97714,0.52881,1.11106
20160804,26.07,82.75,4.19,257.56,0.38,0.76,51.01,96.72,1.58,-0.28,-0.98749,0.35558,1.04956
20160805,27.15,79.31,4.13,264.81,0.4,0.73,69.4,96.74,7.39,-0.28,-0.98799,0.17557,1.00346
20160806,26.84,80.69,4.05,258.75,0.36,0.74,56.13,96.78,1.12,-0.28,-0.98353,-0.00639,0.98355
20160807,27.0,78.56,3.3,264.69,0.48,0.71,61.88,96.95,0.01,-0.28,-0.97759,-0.18506,0.99495
20160808,26.75,78.5,3.16,266.38,0.59,0.7,54.99,97.08,0.0,-0.28,-0.97173,-0.35497,1.03454
20160809,26.74,78.88,3.41,257.12,0.53,0.7,56.08,97.03,0.0,-0.28,-0.96542,-0.51073,1.09219
20160810,27.15,77.88,3.13,269.75,0.53,0.69,58.82,97.08,0.03,-0.28,-0.95607,-0.64747,1.15468
20160811,27.31,77.5,2.95,276.81,0.54,0.68,59.13,97.19,0.51,-0.28,-0.93937,-0.76118,1.20906
20160812,26.69,80.38,2.86,290.38,0.55,0.68,46.21,97.17,1.4,-0.28,-0.90984,-0.84900,1.24443
20160813,27.34,79.25,2.77,285.0,0.52,0.67,58.77,97.01,0.0,-0.28,-0.86162,-0.90922,1.25263
20160814,26.44,80.19,3.4,286.12,0.41,0.66,42.19,96.97,0.0,-0.28,-0.78940,-0.94122,1.22843
20160815,26.48,77.69,3.83,296.31,0.41,0.66,52.05,96.9,0.07,-0.28,-0.68928,-0.94519,1.16982
20160816,26.89,75.12,4.25,294.19,0.37,0.64,62.66,96.76,0.0,-0.28,-0.55964,-0.92184,1.07842
20160817,25.98,78.81,3.89,303.5,0.51,0.64,41.06,96.77,0.0,-0.28,-0.40171,-0.87224,0.96030
20160818,26.76,75.75,3.33,293.0,0.58,0.63,56.91,96.85,0.0,-0.28,-0.21982,-0.79786,0.82759
20160819,27.19,72.62,3.08,287.06,0.55,0.62,61.46,96.9,0.0,-0.28,-0.02108,-0.70110,0.70141
20160820,27.71,68.06,2.58,292.62,0.62,0.61,62.61,96.96,0.0,-0.28,0.18550,-0.58589,0.61455
20160821,27.92,70.12,1.95,289.25,0.64,0.6,51.81,97.02,0.0,-0.28,0.39028,-0.45837,0.60201
20160822,27.65,73.31,1.83,279.75,0.55,0.61,46.98,97.08,0.01,-0.28,0.58434,-0.32678,0.66951
20160823,28.08,72.31,2.27,281.0,0.55,0.6,50.78,97.02,1.22,-0.28,0.76041,-0.20063,0.78644
20160824,28.45,73.0,1.59,303.31,0.54,0.59,48.33,96.97,1.16,-0.28,0.91301,-0.08918,0.91736
20160825,27.26,80.88,1.75,319.75,0.18,0.61,35.37,97.05,6.45,-0.28,1.03817,0.00016,1.03817
20160826,27.04,79.75,1.83,307.0,0.54,0.62,39.27,97.01,6.91,-0.28,1.13299,0.06285,1.13473
20160827,27.16,79.12,1.59,247.38,0.42,0.66,49.55,97.05,4.35,-0.28,1.19540,0.09780,1.19939
20160828,28.05,75.88,1.03,204.81,0.55,0.68,56.72,97.11,1.26,-0.28,1.22422,0.10718,1.22890
20160829,28.21,77.06,1.09,276.0,0.53,0.64,43.08,96.99,4.45,-0.28,1.21935,0.09590,1.22312
20160830,27.12,85.19,1.27,286.06,0.37,0.66,25.75,96.92,16.5,-0.28,1.18201,0.07074,1.18412
20160831,26.36,87.62,1.35,177.06,0.37,0.76,33.66,96.94,2.58,-0.28,1.11482,0.03939,1.11551
20160901,25.44,87.75,2.18,269.81,0.34,0.71,35.48,97.12,2.58,-0.34,1.02182,0.00949,1.02186
20160902,25.45,85.81,2.52,266.69,0.38,0.72,43.27,97.16,21.34,-0.34,0.90818,-0.01226,0.90826
20160903,24.02,88.75,2.82,264.12,0.37,0.73,28.08,97.17,3.09,-0.34,0.77983,-0.02072,0.78010
20160904,25.13,85.88,2.15,280.5,0.47,0.7,34.51,97.29,0.52,-0.34,0.64298,-0.01273,0.64311
20160905,25.0,79.44,2.72,307.25,0.52,0.66,50.63,97.35,0.0,-0.34,0.50370,0.01284,0.50387
20160906,24.85,76.06,2.96,306.5,0.57,0.65,58.12,97.39,0.0,-0.34,0.36749,0.05517,0.37161
20160907,24.83,76.0,2.82,314.06,0.62,0.63,57.27,97.31,0.0,-0.34,0.23909,0.11186,0.26396
20160908,25.52,76.88,2.37,318.31,0.62,0.62,56.43,97.29,0.0,-0.34,0.12233,0.17927,0.21704
20160909,25.83,79.38,2.59,317.56,0.31,0.62,42.61,97.32,3.94,-0.34,0.02019,0.25289,0.25370
20160910,25.15,87.06,3.23,306.94,0.2,0.73,34.49,97.23,29.15,-0.34,-0.06526,0.32763,0.33406
20160911,25.33,86.94,2.98,315.69,0.23,0.7,39.72,97.11,1.5,-0.34,-0.13284,0.39802,0.41961
20160912,24.4,89.75,3.83,309.44,0.27,0.73,32.94,97.05,3.04,-0.34,-0.18228,0.45851,0.49342
20160913,24.72,91.44,2.8,236.31,0.29,0.73,27.2,96.96,7.78,-0.34,-0.21422,0.50371,0.54737
20160914,25.1,91.88,1.73,130.62,0.38,0.76,27.43,97.01,4.22,-0.34,-0.23008,0.52885,0.57673
20160915,26.25,85.88,1.05,169.0,0.42,0.73,53.08,96.93,4.99,-0.34,-0.23194,0.53025,0.57876
20160916,26.41,85.94,1.65,150.88,0.54,0.72,64.64,96.89,1.0,-0.34,-0.22229,0.50578,0.55248
20160917,26.79,81.94,2.02,245.88,0.4,0.7,59.98,96.99,0.15,-0.34,-0.20378,0.45523,0.49876
20160918,26.06,80.5,2.69,253.31,0.48,0.69,53.54,97.17,4.85,-0.34,-0.17906,0.38047,0.42050
20160919,26.05,82.44,2.71,273.44,0.49,0.69,62.27,97.16,0.17,-0.34,-0.15079,0.28540,0.32279
20160920,25.97,84.88,1.98,211.31,0.41,0.7,48.94,97.0,22.86,-0.34,-0.12163,0.17570,0.21370
20160921,26.23,88.19,2.3,232.69,0.49,0.79,46.23,97.02,14.32,-0.34,-0.09443,0.05834,0.11100
20160922,26.17,89.0,3.45,248.62,0.44,0.81,48.46,96.98,62.88,-0.34,-0.07223,-0.05902,0.09328
20160923,26.17,88.69,2.62,328.38,0.34,0.86,54.28,96.78,11.39,-0.34,-0.05815,-0.16864,0.17838
20160924,26.29,88.62,1.84,266.69,0.27,0.87,47.8,96.59,7.7,-0.34,-0.05514,-0.26327,0.26898
20160925,26.13,88.94,2.58,291.88,0.29,0.85,53.67,96.75,7.7,-0.34,-0.06553,-0.33671,0.34303
20160926,25.96,89.44,2.31,288.75,0.33,0.8,39.71,96.98,1.12,-0.34,-0.09069,-0.38423,0.39478
20160927,25.82,89.81,2.13,299.69,0.31,0.79,40.5,97.08,24.4,-0.34,-0.13070,-0.40287,0.42354
20160928,26.08,84.94,2.23,315.38,0.45,0.77,54.35,97.05,0.19,-0.34,-0.18432,-0.39175,0.43295
20160929,26.38,83.19,2.37,302.19,0.52,0.76,63.98,97.0,0.13,-0.34,-0.24909,-0.35218,0.43137
20160930,24.95,89.38,2.87,291.94,0.33,0.77,32.53,96.95,4.6,-0.34,-0.32163,-0.28768,0.43151
20161001,25.4,89.62,3.05,234.81,0.39,0.8,41.64,96.95,0.26,-0.60,-0.39808,-0.20382,0.44723
20161002,25.75,85.69,2.02,203.5,0.45,0.77,59.85,97.25,0.53,-0.60,-0.47454,-0.10806,0.48669
20161003,25.63,84.0,2.04,199.12,0.57,0.75,62.12,97.31,0.0,-0.60,-0.54750,-0.00926,0.54758
20161004,25.87,81.5,1.66,240.31,0.61,0.74,64.02,97.32,0.0,-0.60,-0.61420,0.08268,0.61974
20161005,25.83,83.56,2.24,285.56,0.55,0.73,59.63,97.23,0.81,-0.60,-0.67271,0.15729,0.69086
20161006,25.58,84.12,2.85,299.0,0.48,0.73,57.26,97.27,0.0,-0.60,-0.72168,0.20414,0.75000
20161007,24.98,88.12,2.0,303.56,0.47,0.82,36.4,97.28,38.77,-0.60,-0.75925,0.21390,0.78880
20161008,25.0,90.5,2.23,289.75,0.25,0.86,35.12,97.26,10.49,-0.60,-0.78101,0.18122,0.80176
20161009,24.65,90.88,2.6,290.56,0.28,0.84,33.23,97.24,4.12,-0.60,-0.77835,0.11079,0.78620
20161010,25.45,85.19,2.75,313.31,0.57,0.78,59.93,97.26,0.0,-0.60,-0.74182,0.02207,0.74215
20161011,25.71,84.5,2.49,331.25,0.62,0.77,61.19,97.3,0.0,-0.60,-0.66952,-0.05926,0.67214
20161012,25.25,81.88,1.97,291.44,0.65,0.77,61.72,97.41,0.0,-0.60,-0.56882,-0.11773,0.58088
20161013,24.06,78.31,1.88,151.94,0.67,0.75,64.62,97.53,0.0,-0.60,-0.45008,-0.15116,0.47478
20161014,22.54,70.44,1.77,134.69,0.68,0.74,64.62,97.62,0.0,-0.60,-0.32273,-0.16304,0.36158
20161015,22.75,71.31,1.41,179.94,0.69,0.74,61.06,97.65,0.0,-0.60,-0.19497,-0.15693,0.25028
20161016,23.05,73.69,1.51,162.88,0.68,0.73,61.13,97.68,0.0,-0.60,-0.07401,-0.13474,0.15373
20161017,22.68,73.06,1.7,137.19,0.7,0.73,62.06,97.6,0.0,-0.60,0.03401,-0.09690,0.10269
20161018,21.95,74.62,1.78,210.75,0.69,0.72,59.49,97.52,0.0,-0.60,0.12438,-0.04298,0.13160
20161019,22.38,72.31,1.7,150.0,0.68,0.71,58.42,97.45,0.0,-0.60,0.19408,0.02757,0.19603
20161020,23.12,67.31,1.3,161.0,0.66,0.71,57.29,97.35,0.0,-0.60,0.24200,0.11481,0.26785
20161021,22.2,70.56,1.7,176.62,0.67,0.7,55.19,97.43,0.04,-0.60,0.25531,0.23329,0.34584
20161022,21.82,72.44,1.73,193.56,0.67,0.7,56.9,97.6,0.0,-0.60,0.23473,0.36513,0.43407
20161023,22.33,69.69,1.58,187.38,0.68,0.69,55.14,97.64,0.0,-0.60,0.18154,0.50146,0.53331
20161024,22.36,74.75,1.59,328.38,0.6,0.69,50.54,97.58,0.03,-0.60,0.09952,0.63239,0.64017
20161025,22.33,76.06,1.92,312.0,0.62,0.68,53.36,97.51,0.0,-0.60,-0.00529,0.74780,0.74782
20161026,22.07,78.25,1.91,206.0,0.65,0.67,50.74,97.61,0.0,-0.60,-0.12491,0.83807,0.84733
20161027,21.4,77.5,2.48,150.88,0.66,0.66,53.28,97.73,0.0,-0.60,-0.25001,0.89482,0.92909
20161028,21.55,79.12,1.98,182.0,0.64,0.66,42.82,97.67,0.0,-0.60,-0.37054,0.91155,0.98399
20161029,21.9,87.56,1.18,218.69,0.49,0.66,14.16,97.63,0.0,-0.60,-0.47647,0.88415,1.00437
20161030,24.01,85.94,1.82,90.56,0.51,0.66,42.71,97.73,0.0,-0.60,-0.55851,0.81122,0.98489
20161031,23.62,83.81,1.84,59.06,0.59,0.66,44.53,97.95,0.0,-0.60,-0.60884,0.69415,0.92332
20161101,22.71,81.0,2.33,171.88,0.61,0.65,43.93,97.88,0.0,-0.51,-0.62164,0.53709,0.82153
20161102,22.7,79.5,1.98,171.0,0.61,0.64,42.0,97.82,0.0,-0.51,-0.59359,0.34664,0.68739
20161103,22.99,80.25,2.33,195.94,0.62,0.63,43.94,97.79,0.0,-0.51,-0.52405,0.13143,0.54028
20161104,23.48,82.25,2.64,303.81,0.62,0.62,41.07,97.57,0.0,-0.51,-0.41516,-0.09847,0.42668
20161105,23.59,80.06,2.4,338.62,0.54,0.62,39.68,97.44,0.0,-0.51,-0.27167,-0.33221,0.42915
20161106,23.2,80.25,1.87,190.12,0.58,0.61,38.74,97.62,0.0,-0.51,-0.10054,-0.55880,0.56777
20161107,21.15,64.88,1.95,205.44,0.64,0.6,43.09,97.85,0.0,-0.51,0.08949,-0.76776,0.77296
20161108,21.18,60.56,1.52,139.44,0.66,0.59,38.46,97.89,0.0,-0.51,0.28861,-0.94975,0.99264
20161109,20.3,63.69,1.47,159.12,0.68,0.59,38.57,97.97,0.0,-0.51,0.48659,-1.09705,1.20012
20161110,19.87,62.0,1.35,137.75,0.64,0.58,33.81,97.9,0.0,-0.51,0.67349,-1.20388,1.37946
20161111,19.52,63.44,1.32,161.56,0.61,0.58,30.94,97.86,0.0,-0.51,0.74752,-1.32936,1.52512
20161112,19.57,68.94,1.37,151.81,0.6,0.57,29.18,97.95,0.0,-0.51,0.79189,-1.42041,1.62624
20161113,21.2,69.75,1.1,154.19,0.57,0.57,29.16,98.01,0.0,-0.51,0.81210,-1.46943,1.67891
20161114,22.51,74.44,1.09,131.0,0.57,0.56,29.79,97.93,0.0,-0.51,0.81599,-1.47114,1.68229
20161115,22.8,77.81,1.2,143.75,0.55,0.56,24.65,97.88,0.0,-0.51,0.81300,-1.42267,1.63858
20161116,22.58,80.62,1.72,145.75,0.56,0.56,24.03,97.92,0.0,-0.51,0.81355,-1.32290,1.55303
20161117,21.55,78.06,2.07,131.0,0.55,0.55,25.21,97.98,0.0,-0.51,0.82810,-1.17042,1.43375
20161118,19.61,70.06,2.12,153.06,0.59,0.55,26.68,97.89,0.17,-0.51,0.86460,-0.95940,1.29151
20161119,18.85,71.31,1.53,192.38,0.64,0.55,21.44,97.78,0.0,-0.51,0.91730,-0.67624,1.13963
20161120,20.44,63.88,1.17,160.5,0.66,0.55,27.42,97.81,0.0,-0.51,0.93898,-0.32507,0.99366
20161121,20.77,59.75,1.38,164.19,0.67,0.54,28.62,97.82,0.0,-0.51,0.87045,0.01003,0.87050
20161122,20.42,63.38,1.59,162.25,0.69,0.53,26.48,97.78,0.0,-0.51,0.74319,0.25386,0.78535
20161123,20.46,60.06,1.35,173.31,0.69,0.53,26.75,97.77,0.0,-0.51,0.61460,0.42199,0.74552
20161124,20.48,56.94,1.37,139.88,0.68,0.52,25.67,97.83,0.0,-0.51,0.50919,0.54408,0.74518
20161125,19.78,64.12,1.65,175.0,0.7,0.52,24.77,97.8,0.0,-0.51,0.43323,0.63443,0.76824
20161126,20.25,58.94,1.73,182.88,0.7,0.52,24.28,97.83,0.0,-0.51,0.38597,0.69737,0.79706
20161127,20.39,56.19,2.18,155.81,0.72,0.52,26.58,97.81,0.0,-0.51,0.36309,0.73325,0.81823
20161128,20.82,56.0,1.93,138.81,0.71,0.51,25.11,97.8,0.0,-0.51,0.35802,0.74160,0.82349
20161129,20.9,58.69,1.56,145.12,0.66,0.51,24.06,97.87,0.0,-0.51,0.36279,0.72267,0.80862
20161130,21.28,59.25,1.22,69.12,0.66,0.51,22.06,97.95,0.0,-0.51,0.36896,0.67816,0.77203
20161201,21.08,64.81,1.5,179.81,0.54,0.51,16.63,97.89,0.48,-0.34,0.36836,0.61135,0.71375
20161202,21.88,69.38,1.6,17.62,0.56,0.5,20.37,97.92,0.0,-0.34,0.35396,0.52697,0.63481
20161203,22.82,77.12,1.48,88.12,0.54,0.5,16.8,98.06,0.0,-0.34,0.32046,0.43080,0.53692
20161204,23.21,73.94,1.78,30.62,0.59,0.5,20.47,98.11,0.0,-0.34,0.26478,0.32917,0.42245
20161205,21.8,68.31,1.55,21.44,0.62,0.49,21.41,98.01,0.0,-0.34,0.18624,0.22833,0.29465
20161206,20.8,66.25,1.3,42.38,0.6,0.49,18.13,97.98,0.0,-0.34,0.08649,0.13389,0.15939
20161207,20.33,65.12,1.11,155.12,0.65,0.49,18.78,97.96,0.0,-0.34,-0.03077,0.05025,0.05892
20161208,19.17,61.19,1.95,192.06,0.62,0.48,18.56,97.86,0.0,-0.34,-0.16034,-0.01981,0.16156
20161209,18.56,55.06,1.88,189.75,0.62,0.48,19.13,97.72,0.0,-0.34,-0.29615,-0.07541,0.30560
20161210,18.66,63.69,2.35,211.94,0.6,0.48,16.81,97.66,0.0,-0.34,-0.43194,-0.11745,0.44762
20161211,19.47,62.25,2.46,225.56,0.64,0.48,18.04,97.59,0.0,-0.34,-0.56181,-0.14816,0.58102
20161212,21.03,57.94,2.54,136.19,0.63,0.48,19.1,97.59,0.05,-0.34,-0.68070,-0.17014,0.70164
20161213,22.73,66.44,1.84,63.81,0.59,0.48,17.23,97.66,0.01,-0.34,-0.78445,-0.18503,0.80598
20161214,23.1,73.88,1.72,125.38,0.3,0.48,15.36,97.83,0.0,-0.34,-0.86982,-0.19255,0.89088
20161215,22.83,66.88,1.28,44.56,0.6,0.48,16.5,97.92,0.0,-0.34,-0.93412,-0.19054,0.95336
20161216,22.23,62.56,1.33,44.69,0.61,0.47,17.98,98.04,0.0,-0.34,-0.97486,-0.17610,0.99064
20161217,20.58,53.5,1.7,18.62,0.66,0.47,17.6,98.05,0.0,-0.34,-0.98953,-0.14711,1.00040
20161218,19.67,51.56,1.76,63.0,0.68,0.47,16.65,98.04,0.0,-0.34,-0.97578,-0.10313,0.98122
20161219,19.4,53.0,1.52,62.44,0.67,0.47,15.67,98.04,0.0,-0.34,-0.93199,-0.04556,0.93310
20161220,19.25,48.44,1.53,131.06,0.7,0.46,15.98,98.0,0.0,-0.34,-0.85788,0.02275,0.85818
20161221,19.18,48.06,1.82,204.12,0.69,0.46,16.63,98.02,0.0,-0.34,-0.75503,0.09801,0.76136
20161222,19.32,44.75,1.8,195.56,0.7,0.45,16.81,97.92,0.0,-0.34,-0.62714,0.17600,0.65137
20161223,18.55,44.75,1.88,120.31,0.7,0.45,16.42,97.79,0.0,-0.34,-0.47992,0.25247,0.54228
20161224,20.26,40.44,1.41,161.06,0.69,0.45,14.74,97.67,0.0,-0.34,-0.32079,0.32358,0.45565
20161225,20.79,53.44,1.33,129.25,0.64,0.45,13.32,97.76,0.0,-0.34,-0.15836,0.38627,0.41747
20161226,20.99,50.25,1.62,93.94,0.62,0.45,14.72,97.87,0.0,-0.34,-0.00183,0.43849,0.43849
20161227,19.08,45.75,1.77,118.06,0.68,0.44,14.23,97.94,0.0,-0.34,0.13966,0.47939,0.49932
20161228,19.47,54.0,1.34,115.06,0.62,0.44,12.2,97.96,0.0,-0.34,0.25769,0.50922,0.57071
20161229,20.93,46.0,1.06,118.31,0.61,0.43,12.46,97.98,0.0,-0.34,0.34518,0.52904,0.63169
20161230,22.18,44.06,0.88,142.38,0.61,0.43,11.88,98.0,0.0,-0.34,0.39689,0.54034,0.67044
20161231,21.82,57.88,1.3,137.69,0.55,0.42,10.51,97.92,0.0,-0.34,0.42323,0.53411,0.68147
20170101,21.58,59.56,1.23,148.75,0.61,0.42,11.17,97.91,0.0,-0.41,0.39731,0.53380,0.66543
20170102,21.91,57.0,1.2,125.12,0.58,0.41,10.56,97.95,0.0,-0.41,0.33702,0.52421,0.62320
20170103,20.71,49.94,1.65,229.31,0.6,0.41,10.98,97.99,0.0,-0.41,0.24465,0.50830,0.56412
20170104,19.52,49.44,1.59,38.69,0.62,0.4,10.05,97.93,0.0,-0.41,0.12802,0.48392,0.50057
20170105,19.93,46.81,1.62,19.88,0.64,0.39,9.81,97.89,0.0,-0.41,-0.00271,0.44839,0.44840
20170106,20.7,44.69,1.25,77.75,0.66,0.38,9.52,97.79,0.0,-0.41,-0.13574,0.39953,0.42196
20170107,21.29,56.56,1.71,165.44,0.56,0.38,7.53,97.59,0.0,-0.41,-0.25876,0.33648,0.42446
20170108,21.91,60.19,1.93,151.25,0.58,0.37,7.53,97.53,0.0,-0.41,-0.36013,0.26005,0.44421
20170109,22.44,59.5,2.32,162.5,0.59,0.36,6.75,97.61,0.0,-0.41,-0.43013,0.17244,0.46341
20170110,22.01,51.44,1.5,183.88,0.57,0.35,7.79,97.67,0.0,-0.41,-0.46170,0.07648,0.46800
20170111,20.32,45.56,1.82,209.62,0.61,0.34,7.4,97.79,0.0,-0.41,-0.45087,-0.02493,0.45156
20170112,19.01,44.44,1.44,64.06,0.6,0.34,6.5,97.76,0.0,-0.41,-0.39680,-0.12918,0.41730
20170113,19.6,38.75,1.3,57.19,0.59,0.33,6.85,97.79,0.0,-0.41,-0.30164,-0.23375,0.38160
20170114,20.11,45.25,1.44,79.81,0.57,0.32,5.55,97.93,0.0,-0.41,-0.17019,-0.33587,0.37653
20170115,21.07,44.62,1.37,60.56,0.59,0.32,5.57,98.05,0.0,-0.41,-0.00957,-0.43210,0.43220
20170116,21.49,34.88,1.37,33.88,0.63,0.31,6.01,98.0,0.0,-0.41,0.17133,-0.51800,0.54560
20170117,22.04,36.44,1.27,88.38,0.61,0.3,5.3,97.96,0.0,-0.41,0.36231,-0.58819,0.69082
20170118,21.78,47.5,1.84,128.94,0.63,0.3,4.66,98.11,0.0,-0.41,0.55237,-0.63659,0.84283
20170119,22.2,55.56,1.36,108.44,0.6,0.3,4.08,98.16,0.0,-0.41,0.73035,-0.65705,0.98240
20170120,22.84,40.56,1.32,78.25,0.65,0.29,4.64,98.15,0.0,-0.41,0.88551,-0.64399,1.09492
20170121,23.47,36.25,1.28,120.38,0.66,0.28,5.29,98.17,0.0,-0.41,1.00821,-0.59316,1.16976
20170122,24.3,43.0,1.48,107.88,0.65,0.27,4.77,98.23,0.0,-0.41,1.09061,-0.50217,1.20067
20170123,24.34,42.12,1.48,45.56,0.62,0.27,4.54,98.18,0.0,-0.41,1.12721,-0.37083,1.18664
20170124,23.28,41.94,1.62,90.69,0.63,0.27,4.27,98.14,0.0,-0.41,1.11530,-0.20130,1.13332
20170125,23.13,45.44,1.51,121.75,0.62,0.26,3.64,98.18,0.0,-0.41,1.05500,0.00193,1.05500
20170126,23.87,45.75,1.75,149.19,0.39,0.26,3.2,98.08,0.06,-0.41,0.94895,0.23209,0.97692
20170127,24.58,50.94,1.56,154.75,0.56,0.25,3.07,97.97,0.0,-0.41,0.80167,0.48024,0.93451
20170128,24.06,40.38,1.97,95.25,0.59,0.25,3.41,97.98,0.0,-0.41,0.61863,0.73527,0.96090
20170129,22.81,35.25,1.58,27.0,0.66,0.24,3.69,98.05,0.0,-0.41,0.40521,0.98408,1.06425
20170130,24.16,25.62,1.38,52.06,0.71,0.23,3.6,97.92,0.0,-0.41,0.16582,1.21160,1.22289
20170131,24.83,30.69,1.2,107.25,0.69,0.23,3.13,97.81,0.0,-0.41,-0.09667,1.40084,1.40417
20170201,24.88,36.44,1.45,126.75,0.66,0.22,2.47,97.87,0.0,-0.41,-0.38048,1.53288,1.57939
20170202,24.45,49.94,1.59,120.31,0.62,0.22,1.82,98.05,0.0,-0.41,-0.68278,1.58705,1.72769
20170203,24.25,49.38,1.48,98.81,0.64,0.21,1.95,98.02,0.0,-0.41,-0.99463,1.54295,1.83575
20170204,24.78,31.19,1.51,80.88,0.7,0.21,2.31,97.88,0.0,-0.41,-1.29418,1.38720,1.89717
20170205,24.33,44.88,1.55,163.19,0.64,0.2,1.72,97.8,0.0,-0.41,-1.54580,1.12559,1.91218
20170206,25.07,35.44,1.21,115.88,0.66,0.2,2.11,97.76,0.0,-0.41,-1.71482,0.78873,1.88751
20170207,24.64,27.06,1.33,79.5,0.65,0.2,1.89,97.79,0.0,-0.41,-1.78777,0.41800,1.83598
20170208,25.32,28.81,1.41,46.75,0.68,0.19,1.66,97.84,0.0,-0.41,-1.77488,0.04513,1.77545
20170209,26.05,27.5,1.2,109.56,0.65,0.19,1.63,97.73,0.0,-0.41,-1.69740,-0.31335,1.72608
20170210,25.14,36.69,1.6,150.38,0.62,0.18,1.15,97.67,0.0,-0.41,-1.57679,-0.65003,1.70552
20170211,24.8,45.19,2.71,165.25,0.62,0.18,1.0,97.78,0.0,-0.41,-1.43040,-0.96025,1.72283
20170212,24.17,51.31,2.26,152.0,0.58,0.18,0.72,98.03,0.0,-0.41,-1.27075,-1.23913,1.77489
20170213,24.71,52.81,2.08,132.31,0.63,0.17,0.7,98.2,0.0,-0.41,-1.10577,-1.48095,1.84823
20170214,25.08,47.06,1.77,100.38,0.64,0.17,0.78,98.31,0.0,-0.41,-0.93931,-1.67983,1.92461
20170215,25.39,38.75,1.79,102.0,0.65,0.17,0.79,98.33,0.0,-0.41,-0.77167,-1.83065,1.98664
20170216,25.68,38.31,1.59,133.25,0.68,0.17,0.91,98.14,0.0,-0.41,-0.60032,-1.92997,2.02118
20170217,26.12,27.94,1.75,123.38,0.72,0.16,0.93,97.99,0.0,-0.41,-0.42065,-1.97652,2.02079
20170218,26.77,27.19,1.73,101.62,0.71,0.16,0.9,98.01,0.0,-0.41,-0.22671,-1.97107,1.98406
20170219,26.98,24.44,1.87,164.75,0.73,0.16,1.02,97.87,0.0,-0.41,-0.01188,-1.91546,1.91550
20170220,28.76,16.88,1.31,149.56,0.74,0.16,1.25,97.52,0.0,-0.41,0.23063,-1.81022,1.82485
20170221,28.92,16.69,1.23,187.12,0.72,0.16,1.19,97.41,0.0,-0.41,0.50642,-1.65013,1.72609
